CalendarYearIssued,Description
2014,Partial demolition included  Additionremodel and change of use for existing detached onestory garage to a Second Dwelling Unit per LDC 252774  Second Dwelling Unit will have one full bathroom laundrymechanical room kitchen and storage area  The existing building footprint will not change Note This is a dwelling unit per CI20100004  Revision No 2  was approved on 060915 and a second Plumbing Permit was created for the change of use adding the kitchen sink from a poolcabana as approved under revision no 1 to a second dwelling unit   The second plumbing permit is required and must be pulled by a Licensed Plumbing contractor
2014,partial demo2 story addition16ft  and 1st floor addition 323ft removing and replacing deck expanding window on east side to meet code window on south wall is being expanded 25''   Uncovered Rear deck allowed to encroach into rear 25' BL setback Property is a thru lot See update 1 attached to PR folder and LDC section 2521602
2014,Partial demo to rear of existing 1story single family house for a 2story addition which is to include 2 bedrooms  1 bathroom downstairs 1 bedroom  1 bathroom upstairsnterior remodel work includes demo existing kitchen create new utility room and pantry in new kitchen create new closet in bedroom remove closet in bedroom 1 move door and add cabinetry in bath
2014,Partial demolition at primary structure noncomplying to remove side carport and rear wall for new addition Addition at primary structure noncomplying to include new master bedroom master bath and new bedroom Interior remodel to accommodate new addition
2014,partial demoAddition to rear of res to create master bedbath and enlarge kitchen replace carport and expand carport footprint new deck in back remodel of existing structure and adjustment to existing roofline
2014,Partial demoRemove 18'x244' rear bedroom and storage slab and structure Remove 30' rear wall and 7' side wall and 7x30' of existing roof of existing enclosed porch leaving existing concrete slab which will become as open uncovered porch Move 30' rear wall for the rear porch room to create a smaller porch Install new windows and doors on rear porch Add one interior non load bearing wall install new lighting and wiring for new smaller porch Install new siding along back side of house
2014,Partial demo of a garage door Addition to convert existing attached garage into storage home office and full bathroom of existing 1 story residence
2014,Partial demolition  Remove rear of home  1st and 2nd floor addition with screened porch  Final size 3 bedrooms 25 baths
2014,Partial demo of the Northeast wing north wall  partial roof Additionremodel bathroom
2014,Partial demolition  Demolish old carport and bedroom Construct new master suite and utility room  Demolish driveway and rebuild with concrete ribbons  Front porch to be demolished and rebuilt  Reframe interior partiton between new and existing  Close up existing front door and relocate to have access through new addition  Demolish existing deck and provide stoop
2014,partial demoGarage addition conversion of original garage and remodel of kitchen
2014,Partial demo of north and east kitchen wall and roof for addition additionremodel removenew windows doors plumbing fixtures ext wall where needed attic insulation metal roof Plumbing Install new waterline from street meter new sewerline new hot water heater new fixturestubs toilets shower heads vanities sinks washer connections ice maker connection hose bibs Electrical new wire switches plugs cub panel light fixtures dryer outlet disposal GFCI by code HVAC reinstall unit on new pad new ductwork new thermostat new registers  Replace exterior soffitfascia with hardy plank replace all insulation drywall new shingles new uncovered wood deck new bedrm with bathrm
2014,Partial demo of exterior wall for addition and demo area for a window in the rear Additionremodel expand kitchen into covered stoop area gut  renovate kitchen reconfigure laundry remove load bearing wall  kitchen convert bedrm to office with no closet convert 2 bedrms and hall bath to master bedrm and powder renovate existing master bathrm and closet
2014,Partial Demolition  Remodel and add new bedroom and bathrooms to the rear of house  Remodel existing two bathrooms  Update wiring and install new electrical service new HVAC new windows
2014,partial demo addition of utility room full bath and expansion of living roomkitchen and covered patioroof repairremod
2014,Partial demolition of exterior wall for new remodel and partial demo of existing roof to add new dormers at master bedroom and bath Remodel of master suite including 2 new dormers in master suite Remodel bedroom bathroom study and dining room Remodel of bedroom 3 for new attic access Revision 1 to include remodel of kitchen and lower livinggame room area
2014,Partial demo to rear of house for first and second floor addition  Interior space reconfiguration to original house to include enlarging the living room creating a studyplayroom from the original master bedroom enlarging the dining room new master bedroom suite modified guest bedroom  New covered conc porch and covered wood deck in rear new side entry to guest bedroom  Upstairs to contain 2 bedrooms and a bathroom
2014,Partial demolition included  AdditionRemodel of existing twostory singlefamily residence  Remodel kitchen master bathroom conversion of sitting room into a new master closet and laundry room  Addition includes expansion of garage to the north new pool bathroom Half bathroom at garage level indoor stairs from living room down to garage level  Remove old fireplace replace with new fireplace and expansion of living room over the garage  Addition will add 341sf of new first floor area 93sf of new garage area and 426sf new uncovered wood deck
2014,Partial demo of a portion of the NW exterior wall portion of the roof of the NW side Additionremodel existing kitchen and masterbath to be remodeled Addition new laundryrm pantry 12 bath bedrm and closet A new open wood trellis to be added to the rear One set of exisitng wood deck stairs to be rebuilt
2014,Partial Demo and remodel to convert rear porch roof to a 111 sq ft balcony  No additional impervious cover no expanision of footprint
2014,Partial demo of wall for window New 2nd bath and closet for bedrm 3 Do not move front door location keep in original location add window in bath1 replace and add window in bath 2 remove winodws in bath 2 and closet Move drive to other side move front door landing Relocate home on existing lot to comply with setbacks redo bathrm layout relocate sewer tap with new yard line reuse existing water meter with new yard line Relocate electrical service with new line
2014,partial demoKitchen and family room remodel addition of exercise room study gameroom addition Add permit 90015194 EP 01022015additional bathroom will not be built will become storage space Home to remian a 25 bath
2014,partial demoaddition of porch and new HVAC system remodel roof level house and other interior remodel
2014,partial demo second floor addittion of 2 bedrooms and restroom remodel existing 1st floor residence which include new finishes cabinets and fixtures new roof design  New mechanical system extend driveway to exising garage new windows for 1st floor and exterior siding
2014,Partial demo of existing garage for installation of larger windows and doorwindow assembly  Nonhabitable spaces of existing garage are being converted into habitable spaces  Use will still be accessory  Converting 2car garage into a gym on the first floor adding bathroom on the first floor with outdoor shower adding internal stair to 2nd floor study adding new windows removing box eaves adding HVAC and relocating electrical service panel
2014,Partial Demo and Interior Remodel  Remodeling kitchen new cabinets moving gas line adding lighting and making kitchen code compliant adding vent hood new plumbing fixtures repainting walls  cabinets drywall repairs and flooring patches new appliances replacing 2x4 window headers with 2x6 headers and replacing load bearing beam currently 2x8 dbl to Dbl 2x12 beam  Initial contractor previously performed unpermitted work new contractor taking over project
2014,Partial demoltion included  AdditionRemodel of existing 1story residence  Addition will add 872sf of new 1st floor area 471sf of new 2nd floor area and 163sf of attached screenedin porch with attached wood steps and stoop  Remodel work for rearrangement of existing 1st floor plan with addition per plans Upon completion the 2story singlefamily residence will have 3 bedrooms and 35 bathrooms
2014,Partial demo of rear walls for addtionremodel extend kitchen and dining room new bedrm and bathrm new uncovered wood deck Repermit 10107855 MP112114 NOV written see conditions this tab
2014,Partial demolition at rear of residence and second floor for new addition Addition to enlarge living room area and interior remodel of first floor to reconfigure master bath area kitchen and laundry room New second floor to include 4 bedrooms with game room and 2 bathrooms  Trade permit as required for work above
2014,Partial Demo and Complete Interior Remodel  Portion of exterior wall to be adjusted to accomodate larger master bath window and some damaged siding to be removed  replaced  Redesigning bathrooms and kitchen  No changes to square footage  Sheetrock entire interior rewiring electric  Changing existing closet to an AC closet
2014,Partial demolition included  AdditionRemodel of existing onestory residence  Addition will add 1169sf of new first floor area 2247sf on new second floor area and 1064sf of new covered porches  Remodel work per plans  Upon completion the twostory residence will have 5 bedrooms and 55 bathrooms
2014,partial demo1 story addition of master bedroom bath and laundry roomremod of kitchen and other cosmetic changes
2014,Partial demolition of existing residence for new additions and removal of third floor Basemen interior remodel to reconfigure interior space to accommodate new addition of office space elevator stair hall mech room and closet  First floor interior remodel to reconfigure space and to accommodate new addition of new powder room entry hall dining new breezeways o both sides near detached garage and covered porch extension aka balcony Second floor interior remodel to reconfigure space and new addition of TV den with exterior balcony bedroom 4 extension  new powder room and covered porch extension aka balcony
2014,Partial demo of existing single family residence for new windows window relocations relocation of chimney expansion of covered 2nd floor deck  Interior remodel of first floor to include dining living laundry and pantry rooms  Complete remodel of existing 2nd floor for new layout including all walls updated bathrooms  New attached wood deck to residence at ground level
2014,Partial Demo and Interior Remodel 2nd floor Bedroom  Study to create new Bath  Remodel Bedroom  Closet  Water meter upgrade  Remove 2 windows and new openings for 4 new windows  Electrical Plumbing and Mechanical at area of work
2014,Partial demo to rear of existing 1story single family residence for a 2story rear addition which is to include an enlarged kitchen dining room utility room covered conc patio and covered wood deck on the 1st floor  2nd floor to consist of new master bedroom suite and covered balcony
2014,Partial demolition included  AdditionRemodel of existing twostory residence  Addition will add 82sf of new 1st floor area 628sf of new 2nd floor area and 189sf of balcony  Adding 2 new bedrooms and  2 bathrooms on the second floor  Remodel work per plans  Scope of work for Expired Permit 2005022119  MP Change out HVAC will be includedrepermitted with the new Mechanical Permit
2014,Partial demo of front porch portion of exterior wall and roof for addition New front porch addition new bedrm hall bathrm and steps
2014,Partial demolition  Addition of a 650 sf master suite with a 370 sf basement below  Replace some exterior windows and doors on existing house  Add shower to existing 1bath in existing basement Repermitting PP87015734 MP90010340 Revision 1 to include kitchen interior remodel replace window a t kitchen area replace windows with new exterior wall at  new utility room and  new exterior door
2014,Partial demo to include the existing attached carport and adjacent exterior walls  Interior remodel and addition to expand the living room and kitchen areas
2014,Partial demolition included  AdditionRemodel of existing 2story residence  Addition will add 490sf of new conditioned 1st floor area by convertingenclosing existing covered porches and the existing carportporte cohere will be demolished and replaced with a new 252sf attached carportporte cochere Remodel of 1st and 2nd floor plans per plans and remodelredesign of residence's exterior per plans  Existing solid internal driveway will be alteredmodified to accomodate the use of driveway runners and portions of the existing solid driveway will be removed
2014,Partial demolition included  AdditionRemodel of existing 2story guest house with attached garage  Proposed additionremodel will convert 174sf of enclosedconditioned area on the 1st floor to screenedin porch area
2014,Partial demo of east exterior wall for addition Additionremodel expand living area new room with bath closet and new half bath
2014,partial demolition for second floor addition of 2 bedrooms 15  Balcony
2014,Partial demo of walls for addition Additionremodel addition of 3 bedrms and 3 bathrms new garage
2014,Partial demo Remodel Addition of rear covered outdoor kitchen
2014,partial demoaddition remodel to single family res
2014,Partial demoAdditionremodel Remove fur down in hall and kitchen New doors 3 Windows as per plan in living room remove flat roof at rear of house and install new framing and roofing enclose a small portion of carport to make laundry room larger install new HVAC system and duct work remove existing wall heaters new kitchen cabinetscountertops and wiring rewire living room
2014,Partial demo window replacement plaster replacement wall removed for addition fireplace removed Additionremodel full interior remodel and addition of bedrm bathrm laundry
2014,Partial demo of ext wall to be relocated Additionremodel the kitchen will be gutted and rebuilt kitchen footprint will change slightly The garage will be relocated towards the back of the house and rebuilt  garage unchanged Vic a
2014,Partial Demo and Interior Remodel  Relocation of some doors and windows remove vinyl siding  Remodel of Master Bedroom Bath Kitchen Study Powder Laundry Garage and Living Room
2014,partial demoRemodel of kitchen area with addition of dining area
2014,Partial demo of the north wall for addition Addition covered patio uncovered deck one bedroom and living room Remodeling kitchen and bath
2014,Partial demo for window addition Addremodel add wall in garage and install 1 window to create bedroom
2014,Partial demolition included  Addition to existing onestory singlefamily residence  Addition will add 524sf of new first floor area 716sf of new 2nd floor area and 69sf of new porch and roof deck  Upon completion the twostory residence will have 3 bedrooms and 25 bathrooms
2014,Partial demolition of rear wall at second floor wall for new addition Addition of new office room with balcony and interior bridge Interior remodel at family room Trade permits as required
2014,Partial demolition of existing noncomplying single family residence for new first and second floor addition  First floor addition to include front and rear porch kitchen and master bathroom Second floor addition to include 3 new bedrooms bathrooms playroom and laundry area Interior remodel of existing residence to accommodate new additions
2014,Partial demolition at the rear of existing noncomplying residence for new two story addition  First floor addition to include new dining area office space laundry storage and screened in porch Second floor addition to include new bedroom with bathroom and deck  Interior remodel to accommodate new addition
2014,partial demo addition remove old stair and deck on back of house addition of master bathmaster bedroom covered patio family room second floor gameroom 2 bedrooms 2 bathrooms
2014,Partial demolition included  AdditionRemodel of existing twostory residence having 3 bedrooms and 3 bathrooms with attached garage  Addition will add 574sf of new conditioned area to the 1st floor by extending the kitchen area adding an enclosed Sunroom and extending the master suite's closet adding 204sf of new conditioned second floor area  adding 123sf of new ground floor porch area and adding 173sf of new balcony area at the rear of the residence  The new rear porch will include a summer kitchen area with sink and grill  Remodel of 1st and 2nd floors per plans with exterior remodel per plans
2014,partial demoRemove replace and remodel sunroom patio room and breakfast room Replace window sthroughout and add on to sunroomremove current driveway and create new driveway approach COC
2014,partial demorebuilding parts of detached garage with covered patio green house extention to detached garage
2014,Partial demo back right kitchen and center of roof for 2nd story addition Addition of 2nd story bath room1 gamerm closet storage stairs elevator 1st floor breakfast area screened patiospa room remodel utilityrm Repermit EXPIRED PP FROM 2012078883
2014,partial demoConversion of garage unconditioned space into habitable space 319 sq foot addition interior remodel of kitchenlivingdining rooms
2014,Partial demo of existing duplex for rear addition of a living room covered rear porch 2nd story master suite and roof deck  Extensive interior remodel for a change of use from a duplex into a single family residence  1997 and 2002 expired permits 97004497 and 02001485 to be rolled into permits
2014,Partial demolition included  AdditionRemodel of exisitng singlestory singlefamliy residence  Addition will add 245sf of new 1st floor area 935sf of new 2nd floor area outdoor bbq and 309sf of attached wood deck with trellis  Remodelrenovation of 1st floor per plans  Upon completion the twostory singlefamily residence will have 5 bedrooms and 3 bathrooms
2014,partial demoADDING SQ FTG TO MASTER SUITE AND 2 SMALL STORAGE ROOMS AND REMODELING MASTER SUITE AND CONVERTING BEDROOM CLOSETS TO WARDROBES NEW FLOORING IN BEDROOMS
2014,Partial demolition of existing accessory structure for new exterior door opening Interior remodel of existing accessory structure to convert workshop into new bedroom with storage space and a full bathroom
2014,partial demointerior remodel and roof repair Remodel of kitchen and all bathrooms replace flooring new doors and windows Repairs to wood deck and new shingles and softfit on exisiting farming and new skylights
2014,Partial demo of residence to rebuild new sfresNew 2story singlefamily residence attached garage covered porch and patio
2014,partial demoaddition of dining room and remodel
2014,Partial demolition to a portion of the front and rear of the house for a new addition of kitchen and livingdining area and remodel new master bedroom and bath area and new covered porch
2014,partial demoAddition to existing residence consisting of one bedroom one bath an office and a sitting area which includes a kictenette Install outdoor deck
2014,Partial demo  if exterior wall at Northeast and Southest and portion of wall at East wall removal of all windows  Partial remodel of ex home  master bedrmbath addition Replacement of all windows maintaining existing frame All remodels are interior new kitchen plumbing Replacing asbestos tiles on exterior new wood deck
2014,Partial demosecond level addition and remodel master bath closet additio first level remodel and addition add new bathroom
2014,Partial demo to existing 2story single family residence for a 2story rear addition to include a new playroom and kitchen on the first floor and guest bedroom  bathroom on the 2nd level  Remodel to include window and door replacement and minor interior space reconfigurations
2014,partial demo of existing porch deck and addition of a new porch deck  replace existing columns with new columns25
2014,partial demoOne story addition to add conditioned space to existing one story mcmansion home including screen porch Repair and replace siding at exterior of house
2014,Partial demo of rear wall for addition and front side for fireplace Additionremodel of screened porch bedrm bathrm and new fireplace Remodel existing bathrm and back den into sittingrm laundrydressing rm and smaller bathrm Replace damaged windows
2014,partial demoAdditionremodel of existing 1story SF res adding master bedroombathroom remodel existing kitchen and bathrooms  Replacingremodeling windows72314  Tree Inspection failed  Construction  remodel not complete  Tree protection and mulch not in place per Tree Permit
2014,Partial Demolition  Relpace entry canopy  Demo brick chimney and extend south elevation to add playroom and expand office on 1st floor  New office and master closet on 2nd floor
2014,Partial demolition included  Additionremodel of existing front entryporch that will add 295sf of roof that will be higher than existing roof above the existing front entryporch  Entry door will be replaced  Remodel of exterior and roof to accomodate addtionentry roof changes
2014,partial demosecond floor addition first floor remodel
2014,Partial demolition included  Additionremodel of existing onestory singlefamily residence  Addition will 478sf of new 1st floor area 225sf of new screenedin rear porch and 110sf of new wood deck  Addition will add a new master suite and hallway with 2 closets  Remodel work as needed to tie in new addition and replacing existing HVAC  Upon completion the residence will have 3 bedrooms and 2 bathrooms  A new Type 1 apron within the ROW  and new driveway runners will be installed
2014,Partial demolition included  AdditionRemodel of exisitng onestory singlefamily residence  Addition will add 158sf of new first floor area and 198sf of new sceenedin rear porch  Addition will create a new master bathroom utility room and screenedin porch Remodel work where needed to tiein new addition per plans  Upon completion the residence will have 2 bedrooms and 2 bathrooms
2014,partial demo of exisiting attached carport construction of new carport
2014,Partial demolition  Remodel and addition to first level and new 2nd level to single family residence
2014,Partial demolition of rear wall and exterior wood steps to construct 2 story addition to exist 1 story sf res with uncovd rear wood deck covd rear patio new 1st floor master suite Foundation repairs new siding windows plmg fixtures update electric wiring and service new HVAC insulation sheetrock Replace driveway apron in ROW
2014,partial demoaddition of covered porch to habitable space add expired permit 1981002672 BP EP MP
2014,Interior Remodel Master Bath  Closet Kitchen  Home Brew Room  Partial demolition to remove garage door to install new window and change 3' door to 6' double door  Convert portion of Garage to LivingKitchen space  Remodel Master Closet  Bath reorient toilet  shower  Existing noncomplying shed in setback not affected by permit
2014,Partial demo to remove existing rear leanto addition and bath Remodel to convert existing kitchen  bath 1 into a master bedroom master bathrm  WIC remove existing dining rm to enlarge entry remove existing storage to create a bathroom remove existing office and bathroom to create a dining rm  Addition to install trellis over front patio new wood deck in rear and expand dining rm and new kitchen in rear of existing 1 story SF res
2014,Scope of work exceeded walls to remain intact have been removed Structure to meet all requirements of new construction grouped inspections Feb 2014 Visitability Ord  Tent Survey by licensed surveyor required at frame group inspection   DM  886Partial demolition includedAdditionRemodel to existing twostory singlefamily residence  Extensive demolition throughout existing residence on all floors per plans  Addition will add 791sf to 1st floor 2064sf to 2nd floor 286sf to the basement and 224sf of new covered porchpatio area  Remodel work to tie in new additions per proposed floor plans for basement 1st floor and 2nd floor  Upon completion the singlefamily residence will have 4 bedrooms and 6 bathrooms
2014,Partial demolition at the rear side and front of existing noncomplying residence for new addition  Addition to create new office space at front of residence side addition of bench areas rear addition of kitchen dining guest bedroom attached by trellis and covered porch Interior remodel to reconfigure interior space  Remodel of existing noncomplying front porch No structural element of front porch to be removed
2014,partial demoaddition of dinning room and studyremod
2014,Complete Interior Remodel and Partial Demolition  Remove metal posts  Include work from and void 2014045477 BP  Replace siding stone veneer windows doors roof and add exterior utility room 15 sq ft within existing carport footprint  Add Powder Bath Coat Closet and Pantry in previous utility room space  Move furnace and hot water heater to new utility room  Remove interior wall for open concept LivingDining area  Replace drywall cabinets finishes  Electrical upgrade service panel to 125 amps new mast meter load center  grounding circuit breakers arc fault circuit breakers  New wiring outlets switches and fixtures  Mechanical replace HVAC system  and duct work new stove hood dryer and bathroom vents blow test new vents  Plumbing replace fixtures hot water heater and plumbing connections as required
2014,Partial demolition included  AdditionRemodel of Unit B of duplex  Addition will add 160sf of new garage area and 160sf of new 2nd floor area  Remodel of 1st and 2nd floors per plans  Removing fireplace and relocating AC condenser
2014,partial demoenlarging master bedroom and master bath removing interior dining room wall and enlarging kitchen by moving wall partially into garage
2014,Partial demolition included for removal roof and deck as well as removal of attached carport and storage shed  AdditionRemodel of existing 2story singlefamily residence  Addition will add 233sf of new first floor area 483sf of 2nd floor area and 219sf of new ground floor porches  Remodel work includes kitchen and bathrooms replacing roof and windows replacing balcony guardrails and remodel work as needed for new additions  Upon completion the 2story singlefamily residence will have 4 bedrooms and 3 bathrooms
2014,partial demoAddition of 727 sq ft to existing 2 story structure one story addition
2014,Partial demo of exterior walls and covered porch  Additionremodel Convert game room to garage with garage doors demoreplace 2 windows adding 1 bath 1 bedrm new utilityrm kitchen remodel Repermit MP 2010040832
2014,Interior Remodel for Kitchen  Utility room including cabinets and appliances  Partial Demolition to remove 2 existing windows elarge openings  install 3 new windows  Remove existing skylight  replace  add 2 new skylights  Include work from expired BP 1982013340 Repair Remodel And Re Roof Res  Existing noncomplying residence over side setbacks
2014,Partial demolition of existing attached garage roof for new dormer and addition Addition to convert existing attic space to new Accessory Apt Interior remodel of existing hall way to accommodate new stair case for accessory apt
2014,Partial demo of 3 walls for addition Rear wall westside will remain and needs to remain min rear setback is 10 ft Additionremodel the storage shd in backyard and attached to the home
2014,partial demo addition of dining living play room 1 bedroom 1 bathroom and utlilities room
2014,Partial demolition to the rear of existing SF house for an addition of a new bathroom
2014,partial demo1 story addition and remodenlarge master suite
2014,Partial demolition included  AdditionRemodel for Repair of recent fire damage to exterior of the house and addition of extra bedroom to the existing house  Addition will add 153sf of new 1st floor area  Remodelrepair as needed throughout residence for recent fire damage and remodelrepair of existing attached wood deck
2014,Partial demolition at rear of residence for new screened in porch addition at rear of residence Interior remodel of living kitchen and play room Remodel of mud room to be converted into new pool bathroom
2014,Interior remodel of an existing single fam res Partial demolition of north wall for a new window Kitchen remodel includes demolition of pantry and island reuse of some cabinets and some new cabinets new countertops some new appliances new lighting over bar new plumbing fixtures  Include work from expired 1997015227 MP  Remodel Kitchen  Dining Room
2014,Partial demo of deck and wall area for addition additionremodel new masterbedrm closet bathrm new WH new dishwasher location new uncovered deck
2014,Partial demo of noncompliant rear structure to comply with setbacks 5 ft side and 5 ft rear sec 252555 for an accessorystorage use New carport and modifying garage to storage use
2014,Partial demolition front porch and of a portion of the front wall to extendcantilever front bedroom and demolition of the rear wall for an addition and remodel of the kitchen living front bedroom and master bedroom and one new bathroom with new chimneyfireplace and new slabpier  beam foundation Remove roof and raised for new nonhabitable attic area and replace with a new metal roof   New wooden covered front porch and wooden deck on the back of the house   Add tankless waterheater AC unit in attic  Remove concrete pad by storage building
2014,Partial demo ov existing ground floor walls for the addition of windows below the second floor bedroom addition  Second story addition to include a bedroom with full bathroom and walkin closet over an existing living room w no change to the buidling footprint  Existing stair to be straightened existing windows to be replaced  Roof to be reconfigured above 2nd floor area of construction
2014,Partial demolition at rear and roof of existing primary single family residence for new addition Addition at rear of residence to include new master bedroom with bathroom and mud room Ground floor porch addition at the front of residence Second floor addition on new 2bedrooms with bathroom Interior remodel to reconfigure space and accommodate new additions
2014,Complete Interior Remodel and Partial demolition of existing home including installation of a patio door and an additional window
2014,Partial demo of rear for addition Additionremodel Remodel expansion of kitchen living and dining rm Addition of new master suite laundryrm new bathrn Removel of bathrm and remodel of bath
2014,Partial demo of the south east and north wall for addition Additionremodel new patio sunroom expanded master closet reconfigure kitchen powderrm and laundry
2014,partial demo additionremodel
2014,Interior Remodel  Partial Demolition 2 windows to create 2 door openings New siding replace 1 exterior door  Interior remodel Kitchen Laundry Dining Living Hallways  New kitchen cabinets counters sink appliances new pantry  Removal of fireplace and wall between Living  Kitchen for new island  New flooring ceiling finish paint wall tile base and door trim in specified area  Electrical and Plumbing per plans
2014,Partial demo of exterior wall for new window opening Garage Conversion to living space and storage and replace garage door to window
2014,partial demoAddition of master bedroom and bath to the rear of home
2014,Partial demolition  Addition to enlarge master bathroom and closet
2014,Partial Demolition left side house walls only new windows new siding  Interior remodel an existing play room into a bedroom and remodel the adjacent existing bathroom  Applying new windows siding and masonry wainscot on exterior existing walls  Install new lighting and switches in remodeled area new plumbing in Bathroom replacing old and installation on new HVAC ducting  vents in both areas  Existing noncomplying residence street side at 96' south side in side setback 48' from property line
2014,Partial demo of existing single family residence for onestory addition at grade  Remodel scope of work to include new foundationlower level reallocation of space framing siding composition shingle roof new windows  doors interior and exterior trim plumbing for 2 new full bathrooms 1 powder room utility room relocation of the kitchen general electrical work paint and flooring
2014,Partial demo of rear addition 155X22 New additionremoel master bedrm bath covered patio enlarge kitchen and enclose a portion of the carport for a utilityrm
2014,partial demo1 story addition of master bedroom and living roomremod
2014,partial demoaddition of master bedroom and bathroom l to 1 story single family res kitchen remodel aswell
2014,Partial demo of rear for addition Additionremodel enlarge kitchen bathrm laundryrm addition of carportmin front yard setback 25 ft with allowed overhang of 2 ft
2014,Partial demolition included  AdditionRemodel and Change of Use  converting an existing Duplex to a SingleFamily Residence   Addition will add 132sf of new 1st floor area 343sf of new second floor area 49sf of new balcony and 156sf of attached uncovered wood deck to the residence  Remodel throughout both floors per plans
2014,Additionremodelpartial demolition of existing attached carport to create a detached carport 497sf with 65sf of attached enclosed storage area Per electrician  Main service will be mounted on Secondary Strucuture
2014,Partial demo of an unattached wood deck and railing Addition of a detached uncovered 1 story wood deck
2014,Partial demolition included  Additionremodel of existing split level residence  Addition will add 232sf of new area to the lower level 310sf of new area to the mid level 398sf of new area to the upper level 805sf of new covered porch and 358sf of attached uncovered wood deck  Addition includes new kitchen master suite breakfast area home office and playroom  Extensive remodel throughout residence per plans includes  windows roofing HVAC upgrades electrical lighting etc  Upon completion the split level residence will have 4 bedrooms and 3 bathrooms
2014,Partial demo of existing single family residence for 2nd floor expansion over existing living space for a 180 sf office
2014,Partial Demolition included  Additionremodel of existing twostory residence  Addition work  Replacing existing open 2nd floor balcony and stairs 502sf with new screenedin 2nd floor balcony area and stairs along the West elevation  Remodel work  Replacing windows same size or smaller replacing doors with larger sliding doors drywall repair at mold removal where needed and remodelupdate of master bathroom per plans
2014,Partial Demolition and Addition Remodel  Repermit expired 1990000438 BP Add Den  Sunroom  Add To Extend Bedroom 690 sq ft  Add deck at back of residence 355 sq ft  Partial demo to add Bay Window off Master Bedroom reconfigure entry walls and door remove chimney and add new roof overbuild  Complete Interior Remodel including remodeled kitchen and bathrs  Updatingreinforcing existing house  Existing noncomplying wood structure in setbacks
2014,Partial demo of existing single family residence for an additionremodel  Demo includes removing the roof replacing roof trusses and the existing 2nd floor  1st floor ceiling height to be 10'  Complete remodel of lower first and second floors to include the kitchen bedrooms and bathrooms  New electrical plumbing HVAC and 2nd floor  New attached deck around the pool  Repermitting expired MP 2001002146
2014,Partial demo of approx 10 ft of the west wall from the NW corner  approx 32 ft of the north wall from the NW Corner the project is a remodeladdition to an existing SF residence the addition includes a new kitchen family room laundry room storage carport  a 2nd story master suite Minimal demolition will allow the new construction to seamlessly integrate with the existing house
2014,partial demoaddition to first floor and removal of existing carport
2014,Partial Demolition  Complete Interior Remodel of 2 story residence  Removal of existing exterior doors and windows  Remove rear porch wall infill and windows at upper floor bedroom terrace and wall infill doors and windows below bedroom terrace  Installation of new doors and windows in new locations per demolition drawings  Relocatereplace all exterior doors and windows  Replace exterior brick veneer with portland cement stucco  Reroof low pitched covered terrace roof  Reinstall existing concrete roof  No change to exterior wall locations or heights or to roof framing or height  Replace existing exterior stair to upper level  Replace all interior finishes including gypsum wall board  Replace all cabinetry  Install new kitchen appliances  Replace all wall and ceiling insulation  Move some interior partitions  Install all new interior doors  Replace all electrical panels circuits and fixtures  Replace all water supply piping in the house  Replace all hvac equipment and ducts  Replace water heaters  Install new natural gas supply piping to equipment
2014,Partial demolition at front exterior to enlarge existing window size by 2 12 vertical linear ft  Interior remodel converting existing screen porch into sunroom  Replace 12 window screens on front porch with oriel style double glazed sash windows  Eight windows will measure 34x80 and four will measure 18x54  All will be energy efficient custom made by DYC Don Young Co windows and installed to code by GDB Construction Co  Existing noncomplying residence in setbacks   REVISION 01 Replace entry door with a 3 ft door with side light panels  Replace two windows with picture windows
2014,Partial demo for addition Remodel existing study with single story addition to create one full bath and bedroom
2014,Partial demo of the SE corner of SW  for addition AdditionRemodel add master bathrm and closet to rear Repermit BP 04004969 Install 8 Replacement Windows Repermit 05004753 BP Replace Existing Cov'D Patio WA Sunroom Addn
2014,partial demoaddition of guesthouse with access through primary residence
2014,partial demoADDITION REMODEL TO SINGLE FAMILY RES
2014,Partial demo of roof to adding addition space to both rooms new closet new storage New uncovered deck new covered patio area
2014,partial demogarage conversionrepermit expired pp 01012930 PP
2014,partial demoaddition of new beedroom and bathroom
2014,Partial Demolition and Interior Remodel Partial demolition for 2  4'0 x 1'6 windows on east side  22'x4' velux skylights at roof  Remove sheetrock in downstairs bath and partial in Bedroom and upstairs Bedroom  Move minimumal amount of walls  widen some doors  Upgrade Plumbing and Electrical in affected areas  New handrail on stairs  Install 2 skylights and 2 windows
2014,Partial demo of existing roof removal of window and 2 layers of exterior siding to repair rotted framing on south and east sides of house change pitch of roof on south side of house to eliminate flat roof partial reroof of south side of house where pitch changed replace windows on the south and east sides of house replace finishes of interior of top level of house after replacingrepairing rotted framing
2014,Partial demo to rear of existing 1story single family residence for a 1story addition  Addition is to include new bedroom new bathroom and an extended kitchen
2014,Partial Demolition and complete Interior Remodel  Include work from expired 2010068491 BP Foundation repair on the existing single family residence  Partial demo includes replacing windows adding door adding egress windows underpining replacing bad siding  New HVAC new electrical upgrade move plumbing new windows new insulation new roof no additional sq ft added  Existing noncomplying shed to be removed
2014,Partial demolition of existing sfres roof for new addition Addition of second story above garage with bedroom bathroom and kitchenette interior remodel to areas around addition Trade permit as required for work above
2014,partial demoAddition of a gameroom to the east end of the house
2014,partial demo addition of carport office master bedroom and bathroom1 story addition remod
2014,partial demoaddition of patiobedroombathroom and remodel to single family res
