PermitType,PermitTypeDesc,PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,FiscalYearIssued,IssuedInLast30Days,IssuanceMethod,StatusCurrent,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,BuildingValuation,BuildingValuationRemodel,ElectricalValuation,ElectricalValuationRemodel,MechanicalValuation,MechanicalValuationRemodel,PlumbingValuation,PlumbingValuationRemodel,MedGasValuation,MedGasValuationRemodel,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,CouncilDistrict,Jurisdiction,Link,ProjectID,Latitude,Longitude,Location
BP,Building Permit,2009-125959 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,3601 TAYLORS DR,Demolish a smimming pool,0121060208,Lot 3 Block I Subdivision HERMAN BROWN ADDN,2009/09/10,2009/11/12,THURSDAY,2009,2010,No,Permit Center,Withdrawn,2010/05/11,2010/05/11,672,,,,$0.00,0,0,,,,,,,,,,,3601 TAYLORS DR,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10365627,10365627,30.30876224,-97.77227467,"(30.30876224, -97.77227467)"
BP,Building Permit,2010-109212 BP,R- 646 Demolition Two Family Bldgs,Demolition,No,2103 THRASHER LN,Demolish a circa 1971 1 story 1500 square foot duplex residence,0310140209,Lot A Block   Subdivision BOB VASQUEZ SUBDIVISION,2010/12/16,2010/12/29,WEDNESDAY,2010,2011,No,Permit Center,Final,2012/06/01,2012/06/01,1500,,,,$0.00,1,2,,,,,,,,,,,2103 THRASHER LN,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10529114,10529114,30.22180546,-97.70065919,"(30.22180546, -97.70065919)"
BP,Building Permit,2008-031504 BP,R- 645 Demolition One Family Homes,Demolition,No,7104 FIREFLY DR,Demolish a circa 1980 1051 square foot 1 story single family residence,0329000929,Lot 39 Block K Subdivision YARRABEE BEND SEC 4,2008/04/25,2008/04/28,MONDAY,2008,2008,No,Permit Center,Expired,2008/10/25,,1051,,,,$4000.00,1,1,,,,,,,,,,,7104 FIREFLY DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10141967,10141967,30.17039924,-97.74532341,"(30.17039924, -97.74532341)"
BP,Building Permit,2015-036601 BP,R- 645 Demolition One Family Homes,Demolition,No,411 POST ROAD DR,Total demo of home  Circa 1961,0408040212,Lot 12 Block B Subdivision,2015/03/25,2015/04/03,FRIDAY,2015,2015,No,Permit Center,Final,2015/04/29,2015/04/29,911,,,,$7200.00,1,1,,,,,,,,,,,411 POST ROAD DR,AUSTIN,TX,78704,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11321170,11321170,30.22762703,-97.76632764,"(30.22762703, -97.76632764)"
BP,Building Permit,2008-086942 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,3303 N LAMAR BLVD,Demolition partial at a ca 1962 burger stand 2 car canopies 1 each on the n  s sides of the structure 3 existing concrete ramps with railings 1 each on the s w  n sides of the structure1 storefront existing concrete masonry unit CMU walls existing grease trap  portions of existing roof over kitchen,0218031309,LOT 1415  S 15 FT OF LOT 13  N 9 FT OF LOT 16 BLK 5 OLT 75 DIV D PENN SUB OF BLK 56 SMYTH SUB,2008/11/03,2008/11/07,FRIDAY,2008,2009,No,Permit Center,Final,2008/11/25,2008/11/25,0,,,,$5000.00,1,0,,,,,,,,,,,3303 N LAMAR BLVD,AUSTIN,TX,78705,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10209439,10209439,30.30173108,-97.74482537,"(30.30173108, -97.74482537)"
BP,Building Permit,2011-106362 BP,R- 645 Demolition One Family Homes,Demolition,No,1910 COLLIER ST,Demolish a circa 1953 1 story 910 square foot single family residence,0102050145,Lot 16 Block C Subdivision BARTON HEIGHTS B,2011/11/08,2011/11/28,MONDAY,2011,2012,No,Permit Center,Final,2012/01/11,2012/01/11,910,,,,$0.00,1,1,,,,,,,,,,,1910 COLLIER ST,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10685240,10685240,30.25572265,-97.77105516,"(30.25572265, -97.77105516)"
BP,Building Permit,2009-042494 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,2503 WOODMONT AVE,Demolish a detached garage refer 2012020948BP ONLY WENT TO HLC NO ATTACHMENTS IN AMANDA ALSO NO RECORDS ON CCW,0114050602,Lot 14 Block   Subdivision WESTFIELD A,2009/03/24,2009/04/29,WEDNESDAY,2009,2009,No,Permit Center,VOID,2009/10/26,,450,,,,$3000.00,1,0,,,,,,,,,,,2503 WOODMONT AVE,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10271917,10271917,,,
BP,Building Permit,2008-094899 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,5312 SUNSHINE DR,This is a demolition permit for a detached storage shed that was demolished without a permit by the homeowners because of its poor shape Structure was 1 story and about 300 square foot,0226070310,Lot 7 Block 3 Subdivision SKYLAND TERRACE,2008/12/03,2008/12/09,TUESDAY,2008,2009,No,Permit Center,Final,2009/06/05,2009/06/05,0,,,,$500.00,1,1,,,,,,,,,,,5312 SUNSHINE DR,AUSTIN,TX,78756,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10218819,10218819,30.32332649,-97.73176756,"(30.32332649, -97.73176756)"
BP,Building Permit,2010-047499 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,12400 MELLOW MEADOW DR,Demo ROTC Bldg already gone,R055415,ANDERSON MILL EAST SEC 1 LOT 1 ACRES 2755,2010/06/02,2010/06/02,WEDNESDAY,2010,2010,No,Permit Center,Final,2010/08/17,2010/08/17,0,,,,$5000.00,1,0,,,,,,,,,,,12400 MELLOW MEADOW DR,AUSTIN,TX,78750,6,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10446882,10446882,30.45674684,-97.79805331,"(30.45674684, -97.79805331)"
BP,Building Permit,2014-135199 BP,R- 645 Demolition One Family Homes,Demolition,No,4613 HARMON AVE,total demo sf res and attached carport and cement steps,0220110906,Lot 8 Block 2 Subdivision W P CONNELLY SUBDIVISION,2014/12/17,2014/12/23,TUESDAY,2014,2015,No,Permit Center,Active,2016/12/23,,576,,,,$3800.00,1,1,,,,,,,,,,,4613 HARMON AVE,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11268160,11268160,30.30555236,-97.71481617,"(30.30555236, -97.71481617)"
BP,Building Permit,2011-083090 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,301 BRAZOS ST,Demolish one story masonry building to include foundation,0205021102,Lot 1 Block   Subdivision OUTLOT 31 DIVISION E,2011/09/12,2011/09/16,FRIDAY,2011,2011,No,Permit Center,Final,2012/02/09,2012/02/09,0,,,,$10000.00,2,0,,,,,,,,,,,301 BRAZOS ST,AUSTIN,TX,78701,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10650859,10650859,30.26505534,-97.74224105,"(30.26505534, -97.74224105)"
BP,Building Permit,2008-052955 BP,C- 648 Demolition 5 or More Family Bldgs,Demolition,No,404 E 31ST ST,demo mf bldg,0215050701,Lot 1 Block 5 Subdivision GROOMS ADDN  1890 PLAT,2008/07/08,2008/07/09,WEDNESDAY,2008,2008,No,Permit Center,Final,2008/10/31,2008/10/31,4424,,,,$5000.00,2,1,,,,,,,,,,,404 E 31ST ST,AUSTIN,TX,78705,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10168737,10168737,30.29304637,-97.73386099,"(30.29304637, -97.73386099)"
BP,Building Permit,2011-021057 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,5335 AIRPORT BLVD,Commercial Demolition permittotal of a ca 1958 MED STORE 1025K not including foundation,0223121303,Lot 7 Block   Subdivision,2011/03/14,2011/03/16,WEDNESDAY,2011,2011,No,Permit Center,Expired,2011/10/08,,35000,,,,$10000.00,1,0,,,,,,,,,,,5335 AIRPORT BLVD,AUSTIN,TX,78751,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10559534,10559534,30.31486509,-97.71306718,"(30.31486509, -97.71306718)"
BP,Building Permit,2012-106474 BP,R- 645 Demolition One Family Homes,Demolition,No,2202 WOODMONT AVE,Demolish a circa 1939 fire damaged single family residence  Portion garage etc to remain  New construction in the near future,0114050516,Lot 3 Block   Subdivision WESTFIELD A,2012/10/18,2012/10/19,FRIDAY,2012,2013,No,Permit Center,Final,2012/11/13,2012/11/13,2397,,,,$0.00,2,1,,,,,,,,,,,2202 WOODMONT AVE,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10846700,10846700,30.29038192,-97.7652703,"(30.29038192, -97.7652703)"
BP,Building Permit,2013-027628 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,3212 FAIRFAX WALK,Total demo of garage  expired permit acknowledgement form is attached Acknowledgment of Expired Permits Signed,0215060322,Lot 8 Block   Subdivision STARK SUBDN  OF PART OF OUTLOT 7  DIV  C,2013/03/20,2013/05/01,WEDNESDAY,2013,2013,No,Permit Center,Final,2013/06/05,2013/06/05,650,,,,$1000.00,1,1,,,,,,,,,,,3212 FAIRFAX WALK,AUSTIN,TX,78705,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10916525,10916525,30.29345452,-97.72985026,"(30.29345452, -97.72985026)"
BP,Building Permit,2011-111770 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,4306 MOUNT VERNON DR,Partial demolition to remove the portion of attached front deck constructed under permit number 1991014007BP the wrap arround portion the landing and staircase will remain wrap around portion of deck ALREADY DEMOLISHED,0408080230,Lot 4 Block   Subdivision HILLTOP ADDN,2011/12/13,2011/12/13,TUESDAY,2011,2012,No,Permit Center,Final,2012/07/11,2012/07/11,0,,,,$500.00,1,1,,,,,,,,,,,4306 MOUNT VERNON DR,AUSTIN,TX,78745,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10692617,10692617,30.22419329,-97.77767464,"(30.22419329, -97.77767464)"
BP,Building Permit,2012-032069 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,608 BLANCO ST,Repermitting for expired permit number 2010049763BP Demolish a detached converted garage  ALREADY DEMOLISHED,0108010510,Lot 5 Block   Subdivision RAYMOND HEIGHTS,2012/04/04,2012/04/17,TUESDAY,2012,2012,No,Permit Center,Final,2012/04/20,2012/04/20,377,,,,$0.00,1,0,,,,,,,,,,,608 BLANCO ST,AUSTIN,TX,78703,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10744465,10744465,30.27344572,-97.75692773,"(30.27344572, -97.75692773)"
BP,Building Permit,2009-006586 BP,R- 645 Demolition One Family Homes,Demolition,No,1403 GREENWOOD AVE,Demolish a circa 1960 1 story 840 square foot single family residence,0211170153,Lot 11 Block B Subdivision GREENWOOD HEIGHTS,2009/01/27,2009/01/30,FRIDAY,2009,2009,No,Permit Center,Final,2009/02/20,2009/02/20,840,,,,$2500.00,1,1,,,,,,,,,,,1403 GREENWOOD AVE,AUSTIN,TX,78721,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10231826,10231826,30.27968068,-97.6963523,"(30.27968068, -97.6963523)"
BP,Building Permit,2011-073410 BP,R- 645 Demolition One Family Homes,Demolition,No,2208 E 9TH ST,Demolish a circa 1946 1 story 528 square foot single family residence,0205100605,Lot 5 Block 16 Subdivision,2011/08/15,2011/08/19,FRIDAY,2011,2011,No,Permit Center,Final,2011/08/30,2011/08/30,528,,,,$0.00,1,1,,,,,,,,,,,2208 E 9TH ST,AUSTIN,TX,78702,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10638400,10638400,30.26382606,-97.71707265,"(30.26382606, -97.71707265)"
BP,Building Permit,2009-097068 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,1800 NORTHRIDGE DR,Total demolition of detached storage shed,0222170909,Lot 5 Block A Subdivision DELWOOD 4 EAST SEC 1,2009/08/24,2009/08/27,THURSDAY,2009,2009,No,Permit Center,Withdrawn,2010/02/23,2010/03/11,100,,,,$0.00,1,0,,,,,,,,,,,1800 NORTHRIDGE DR,AUSTIN,TX,78723,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10333467,10333467,30.31152874,-97.69268607,"(30.31152874, -97.69268607)"
BP,Building Permit,2012-012392 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,3005 WASHINGTON SQ,Demolish a circa 1921 1 story 240 square foot detached garage,0217021020,Lot 11 Block   Subdivision WASHINGTON SQUARE OUT  LOT 72 DIV D  1912,2012/02/08,2012/02/08,WEDNESDAY,2012,2012,No,Permit Center,Final,2012/02/23,2012/02/23,240,,,,$0.00,1,0,,,,,,,,,,,3005 WASHINGTON SQ,AUSTIN,TX,78705,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10716936,10716936,30.29781534,-97.74336466,"(30.29781534, -97.74336466)"
BP,Building Permit,2010-000510 BP,R- 645 Demolition One Family Homes,Demolition,No,1116 SAUCEDO ST,Demolish a circa 1946 2 story 624 square foot single family residence,0206180521,LOT 5 BLK E SPRINGDALE ADDN,2009/12/30,2010/01/14,THURSDAY,2010,2010,No,Permit Center,Final,2010/07/12,2010/07/12,624,,,,$0.00,2,1,,,,,,,,,,,1116 SAUCEDO ST,AUSTIN,TX,78721,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10383978,10383978,30.26673627,-97.6900203,"(30.26673627, -97.6900203)"
BP,Building Permit,2012-091467 BP,R- 645 Demolition One Family Homes,Demolition,No,1175 OAK GROVE AVE,Demolish a circa 1941 1 story 764 square foot single family residence,0209140644,Lot 31 Block D Subdivision HOMEWOOD HEIGHTS,2012/08/30,2012/09/11,TUESDAY,2012,2012,No,Permit Center,Final,2013/03/07,2013/03/07,764,,,,$0.00,1,1,,,,,,,,,,,1175 OAK GROVE AVE,AUSTIN,TX,78702,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10825481,10825481,30.27435061,-97.70224602,"(30.27435061, -97.70224602)"
BP,Building Permit,2014-108651 BP,R- 645 Demolition One Family Homes,Demolition,No,5313 SUNSHINE DR,Total demo of home  Circa 1947,0226070423,LOT 7 BLK 2 SKYLAND TERRACE,2014/09/08,2014/10/17,FRIDAY,2014,2015,No,Permit Center,Active,2016/10/17,,1150,,,,$5000.00,1,1,,,,,,,,,,,5313 SUNSHINE DR,AUSTIN,TX,78756,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11231315,11231315,30.3231089,-97.73134543,"(30.3231089, -97.73134543)"
BP,Building Permit,2015-063823 BP,R- 645 Demolition One Family Homes,Demolition,No,807 E 16TH ST,Total demo of home  Circa 1960,0209060604,Lot 6 Block A Subdivision N S RECTOR ET AL SUBDIVISION,2015/05/20,2015/05/29,FRIDAY,2015,2015,No,Permit Center,Active,2017/05/29,,650,,,,$3000.00,1,1,,,,,,,,,,,807 E 16TH ST,AUSTIN,TX,78702,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11359430,11359430,30.27589317,-97.73010207,"(30.27589317, -97.73010207)"
BP,Building Permit,2010-107595 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,1901 DAVID ST,Repermitting for expired permit number 2010015558BP  Demolish a circa 1900 1 story 676 square foot detached wood shed,0113001212,Lot 11 Block 2 Subdivision CARRINGTON SUBDN  OUTLOT 11 26 27 28  DIV D  1895,2010/12/16,2010/12/16,THURSDAY,2010,2011,No,Permit Center,Final,2010/12/20,2010/12/20,676,,,,$0.00,1,0,,,,,,,,,,,1901 DAVID ST,AUSTIN,TX,78705,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10527199,10527199,30.28424164,-97.75027612,"(30.28424164, -97.75027612)"
BP,Building Permit,2009-015027 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,811 W 30TH ST,Demolish a circa 1924 1 story 288 square foot detached garage,0217021302,Lot 6 Block   Subdivision HARPERS W A  SUBDN  1910,2009/02/24,2009/03/02,MONDAY,2009,2009,No,Permit Center,Final,2009/05/12,2009/05/12,288,,,,$0.00,1,0,,,,,,,,,,,811 W 30TH ST,AUSTIN,TX,78705,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10241573,10241573,30.29806763,-97.74550681,"(30.29806763, -97.74550681)"
BP,Building Permit,2009-057740 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,1332 LAMAR SQUARE DR,Demolition total of a ca 1969 1330 Lamar Square and 1970 1332 Lamar Square APARTMENT 525 commercial structures including foundations     100 Waived for Smart Housing,0102040412,Lot 2 Block   Subdivision,2009/05/26,2009/06/03,WEDNESDAY,2009,2009,No,Permit Center,Final,2010/11/09,2010/11/09,1100,,,,$67500.00,2,1,,,,,,,,,,,1332 LAMAR SQUARE DR,AUSTIN,,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10288933,10288933,30.25417648,-97.76512442,"(30.25417648, -97.76512442)"
BP,Building Permit,2008-069221 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,1152 RICHARDINE AVE,Demolish a 243 SF wood shed on concrete,0208180402,Lot 2 Block 7 Subdivision BROOKSDALE,2008/08/20,2008/10/20,MONDAY,2008,2009,No,Permit Center,Final,2008/11/12,2008/11/12,0,,,,$5000.00,1,1,,,,,,,,,,,1152 RICHARDINE AVE,AUSTIN,TX,78721,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10188513,10188513,30.27164331,-97.68590925,"(30.27164331, -97.68590925)"
BP,Building Permit,2012-087261 BP,R- 645 Demolition One Family Homes,Demolition,No,1604 CLIFFORD AVE,Demolish a circa 1963 1 story 740 square foot single family residence,0210120815,Lot 2 Block   Subdivision WOODROW WASHINGTON SUBDIVISION,2012/08/15,2012/08/29,WEDNESDAY,2012,2012,No,Permit Center,Final,2013/01/31,2013/01/31,740,,,,$10000.00,1,1,,,,,,,,,,,1604 CLIFFORD AVE,AUSTIN,TX,78702,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10819034,10819034,30.27913414,-97.70737286,"(30.27913414, -97.70737286)"
BP,Building Permit,2013-000567 BP,R- 646 Demolition Two Family Bldgs,Demolition,No,3801 JACKSON AVE,Demolish duplex,0122020719,LOT 11  W 40 FT OF LOT 10 BLK 9 OAKMONT HEIGHTS ANNEX,2012/09/25,2013/01/03,THURSDAY,2013,2013,No,Permit Center,Final,2013/09/13,2013/09/13,1980,,,,$0.00,1,2,,,,,,,,,,,3801 JACKSON AVE,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10877765,10877765,30.31200015,-97.75516293,"(30.31200015, -97.75516293)"
BP,Building Permit,2011-086194 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,1300 E 7TH ST,Total demolition of a metal silo and concrete pad,0205070710,Lot 1 Block   Subdivision STUART  MAIRS SUBDIVISION,2011/09/19,2011/09/27,TUESDAY,2011,2011,No,Permit Center,Final,2012/01/13,2012/01/13,300,,,,$500.00,1,0,,,,,,,,,,,1300 E 7TH ST,AUSTIN,TX,78702,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10655872,10655872,30.26517751,-97.72859767,"(30.26517751, -97.72859767)"
BP,Building Permit,2015-120795 BP,C- 648 Demolition 5 or More Family Bldgs,Demolition,No,2401 S LAKESHORE BLVD,Total demolition of 14 frameslab fndt apartment buildings 133553 sqft total,0303090103,Lot   Block A Subdivision KASSUBA BEACH PHASE 4,2015/09/23,2015/10/06,TUESDAY,2015,2016,No,Permit Center,Final,2016/01/21,2016/01/21,9391,,,,$145000.00,2,224,,,,,,,,,,,2401 S LAKESHORE BLVD,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11426773,11426773,30.24253161,-97.72038013,"(30.24253161, -97.72038013)"
BP,Building Permit,2008-060808 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,805 W JOHANNA ST,Demolition permit for a detached carportgarage that was previously demolished without a permit including foundation and terminating all connecting utilitiesVOIDED PERMIT NEW PERMIT ISSUED REFER TO PMT 2009071090BP,0401020108,Lot 3 Block L Subdivision BOULDIN ADDN  1900,2008/07/17,2008/08/11,MONDAY,2008,2008,No,Permit Center,VOID,2009/02/07,,400,,,,$5000.00,1,0,,,,,,,,,,,805 W JOHANNA ST,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10178235,10178235,30.24646991,-97.76018171,"(30.24646991, -97.76018171)"
BP,Building Permit,2011-064824 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,1502 W 9TH ST,Demolish a 140 square foot detached storage shed   refer to pmt 2012008558,0110020630,Lot 10 Block   Subdivision WENDLANTS SUBD,2011/07/22,2011/07/22,FRIDAY,2011,2011,No,Permit Center,VOID,2012/01/18,,140,,,,$0.00,1,0,,,,,,,,,,,1502 W 9TH ST,AUSTIN,TX,78703,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10625499,10625499,30.27722671,-97.75935553,"(30.27722671, -97.75935553)"
BP,Building Permit,2010-076077 BP,R- 645 Demolition One Family Homes,Demolition,No,4810 ROWENA ST,ref permit2012015051Repermitting for expired permit number 2009086675BP  Demolish a circa 1930 1 story 1024 square foot single family residence,0223080122,Lot 6 Block 12 Subdivision J J HEGMAN'S SUBDN,2010/08/20,2011/02/15,TUESDAY,2011,2011,No,Permit Center,VOID,2012/02/10,,1024,,,,$0.00,1,1,,,,,,,,,,,4810 ROWENA ST,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10485390,10485390,30.31336464,-97.72472607,"(30.31336464, -97.72472607)"
BP,Building Permit,2015-015148 BP,R- 645 Demolition One Family Homes,Demolition,No,1008 MERIDEN LN,Total demo of home and detached garage  Circa 1948,0112050112,Lot 37 Block   Subdivision MARLTON PLACE  SEC 2,2014/10/23,2015/02/10,TUESDAY,2015,2015,No,Permit Center,Final,2015/05/27,2015/05/27,2548,,,,$22165.00,1,1,,,,,,,,,,,1008 MERIDEN LN,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11291734,11291734,30.28369132,-97.76943809,"(30.28369132, -97.76943809)"
BP,Building Permit,2014-056105 BP,R- 645 Demolition One Family Homes,Demolition,No,2606 FISET DR,Total demo of home  Circa 1954,0227000212,Lot 7 Block A Subdivision,2014/04/30,2014/10/24,FRIDAY,2014,2015,No,Permit Center,Final,2016/01/29,2016/01/29,2400,,,,$112450.00,1,1,,,,,,,,,,,2606 FISET DR,AUSTIN,TX,78731,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11156017,11156017,30.32551725,-97.74733861,"(30.32551725, -97.74733861)"
BP,Building Permit,2011-014836 BP,R- 645 Demolition One Family Homes,Demolition,No,2213 YELLOW JACKET LN,Demolition total of a singlefamily residence original permit expired before any inspections took place This permit is being pulled in order to have a final inspection performed BP07161968 this is a demolition permit application for a demo permit that was never finalized in 1981demolish existing singlefamily residence,0311160325,ABS 24 DELVALLE S ACR 4409,2011/02/18,2011/03/31,THURSDAY,2011,2011,No,Permit Center,Withdrawn,2012/03/28,2012/08/29,800,,,,$1500.00,1,0,,,,,,,,,,,2213 YELLOW JACKET LN,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10551373,10551373,30.21841711,-97.69758779,"(30.21841711, -97.69758779)"
BP,Building Permit,2015-037117 BP,R- 645 Demolition One Family Homes,Demolition,No,4809 HARMON AVE,Total demo of sf res Circa 1950 4809 Harmon Ave,0220110915,Lot 5 Block   Subdivision I A WILLAMS SUBDIVISION,2014/12/15,2015/04/13,MONDAY,2015,2015,No,Permit Center,Active,2017/04/13,,894,,,,$10000.00,1,1,,,,,,,,,,,4809 HARMON AVE,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11321745,11321745,30.30759498,-97.71342624,"(30.30759498, -97.71342624)"
BP,Building Permit,2014-040533 BP,R- 649 Demolition All Other Bldgs Res,Demolition,No,1600 NEWTON ST,Total demo of detached garage,0400000607,Lot 16 Block B Subdivision GUS F BECKER SUBDN,2014/02/14,2014/04/28,MONDAY,2014,2014,No,Permit Center,Final,2016/01/07,2016/01/07,961,,,,$4500.00,1,1,,,,,,,,,,,1600 NEWTON ST,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11127150,11127150,30.24846229,-97.75285518,"(30.24846229, -97.75285518)"
BP,Building Permit,2015-102599 BP,C- 649 Demolition All Other Bldgs Com,Demolition,No,5309 1/2 E RIVERSIDE DR,Total demolition of 310 sqft concreteslab utility hub,0308110106,TRT 1 LESS NE277'AV TO ROW FIRE STATION NO 22 SUBD,2015/08/18,2015/08/25,TUESDAY,2015,2015,No,Permit Center,VOID,2017/09/01,,310,,,,$22735.00,1,0,,,,,,,,,,,5309 1/2 E RIVERSIDE DR,AUSTIN,TX,78741,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11405749,11405749,30.22925624,-97.71300166,"(30.22925624, -97.71300166)"
