PermitType,PermitTypeDesc,PermitNum,PermitClass,WorkClass,Condominium,ProjectName,Description,TCAD_ID,PropertyLegalDescription,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,FiscalYearIssued,IssuedInLast30Days,IssuanceMethod,StatusCurrent,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,BuildingValuation,BuildingValuationRemodel,ElectricalValuation,ElectricalValuationRemodel,MechanicalValuation,MechanicalValuationRemodel,PlumbingValuation,PlumbingValuationRemodel,MedGasValuation,MedGasValuationRemodel,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,CouncilDistrict,Jurisdiction,Link,ProjectID,Latitude,Longitude,Location
BP,Building Permit,2015-124831 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1207 NORTH ST,Partial demo included additionremodel remodel office to master bedroom add of master bath and wood deck and interior remodel,0226040804,Lot 11 Block C Subdivision GEORGIAN TERRACE,2015/09/11,2015/10/15,THURSDAY,2015,2016,No,Permit Center,Active,2016/07/17,,,,242,$35000.00,$115000.00,1,1,,$12000.00,,$8000.00,,$6000.00,,$9000.00,,,1207 NORTH ST,AUSTIN,TX,78756,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11431461,11431461,30.32198551,-97.73562393,"(30.32198551, -97.73562393)"
BP,Building Permit,2011-104873 BP,R- 434 Addition & Alterations,Addition and Remodel,No,2305 CHEYENNE CIR,Partial demo needed  Create new hallway with shelving into new master bath addition of 101 sq ft master bath with tub and shower stall double vanity water closet and tile floors,0410111907,Lot 5 Block D Subdivision WESTERN TRAILS ESTATES,2011/11/07,2011/12/05,MONDAY,2011,2012,No,Permit Center,Final,2012/04/13,2012/04/13,,,181,$1300.00,$22000.00,1,1,,$1000.00,,$100.00,,$100.00,,$100.00,,,2305 CHEYENNE CIR,AUSTIN,TX,78745,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10683523,10683523,30.22420911,-97.79631551,"(30.22420911, -97.79631551)"
BP,Building Permit,2014-031337 BP,R- 435 Renovations/Remodel,Remodel,No,2206 HARTFORD RD,Partial Demolition and Interior Remodel bathroom and closets  Demo portion of exterior wall for new window at 2nd floor west side  Remodel existing bathroom his and hers closets  Partial demolitioninstallation of new window in bathroom  New tankless water heater  Electric per plan  Existing noncomplying Residence in side and front setback and Garage in side setback,0114030704,Lot 25 Block   Subdivision ENFIELD G,2014/03/14,2014/04/01,TUESDAY,2014,2014,No,Permit Center,Final,2015/01/29,2015/01/29,,180,,$12300.00,,2,1,,$9000.00,,$300.00,,$0.00,,$3000.00,,,2206 HARTFORD RD,AUSTIN,TX,78703,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11113453,11113453,30.28884149,-97.76004726,"(30.28884149, -97.76004726)"
BP,Building Permit,2014-088835 BP,R- 434 Addition & Alterations,Addition and Remodel,No,8207 LANDSMAN DR,partial demoGarage addition conversion of original garage and remodel of kitchen,0408480620,Lot 4 Block S Subdivision,2014/07/16,2014/08/26,TUESDAY,2014,2014,No,Permit Center,Final,2015/04/29,2015/04/29,,,1293,$41555.00,$126535.00,2,1,,$35963.00,,$3037.00,,$2555.00,,$0.00,,,8207 LANDSMAN DR,AUSTIN,TX,78736,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11203654,11203654,30.23488362,-97.89664016,"(30.23488362, -97.89664016)"
BP,Building Permit,2011-014059 BP,R- 434 Addition & Alterations,Addition,No,3832 SENDERO DR,Partial demolition of rear porch and roof structure to accomodate new screened porch and second floor game room and bathroom,0101231120,Lot 20 Block C Subdivision LOST CREEK AT GAINES RANCH REPLAT,2011/02/23,2011/02/28,MONDAY,2011,2011,No,Permit Center,Final,2012/11/15,2012/11/15,,,1032,,$110000.00,2,1,,,,,,,,,,,3832 SENDERO DR,AUSTIN,TX,78735,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10550440,10550440,30.25669652,-97.8330134,"(30.25669652, -97.8330134)"
BP,Building Permit,2011-105412 BP,R- 434 Addition & Alterations,Addition and Remodel,No,703 FRANKLIN BLVD,Partial demo of existing sf residence rear wood deck and steps and exterior wall for a new bedroom and workroom addition with bath  Also total remodel of existing sf residence Electrical mechanical and plumbing as needed,0226070704,Lot 14 Block   Subdivision NORTHFIELD ADDITION,2011/11/10,2011/11/30,WEDNESDAY,2011,2012,No,Permit Center,Expired,2013/01/20,,,,377,$10000.00,$60000.00,1,1,,$8000.00,,$1000.00,,$1000.00,,$0.00,,,703 FRANKLIN BLVD,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10684124,10684124,30.32130591,-97.72802087,"(30.32130591, -97.72802087)"
BP,Building Permit,2010-080785 BP,R- 434 Addition & Alterations,Addition,No,3414 BLUMIE ST,Partial demolition of exterior wall and roof structure to accomodate for new addition of 2 bedrooms and 1 bathroom,0417272313,Lot 4 Block 2 Subdivision KINCHEON SUBD SEC 2,2010/08/18,2010/09/17,FRIDAY,2010,2010,No,Permit Center,Final,2011/03/16,2011/03/16,,,512,,$16850.00,1,1,,,,,,,,,,,3414 BLUMIE ST,AUSTIN,TX,78745,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10492550,10492550,30.20439666,-97.83467414,"(30.20439666, -97.83467414)"
BP,Building Permit,2013-095572 BP,R- 434 Addition & Alterations,Addition and Remodel,No,2406 WESTOVER RD,Partial demoof exterior wall flat roof windows doors of the kitchen arearear for addition Addition to create bedroom bathrm closet pantry covered porch  Remodel existing familyrm with new laundry closet and new storage closet Remove existing waterheater convert closet to storage space install new tankless water heater New HVAC equipment to service entire houseto be located in new attic space over existing familyrm new roof,0118040112,Lot 18 Block 4 Subdivision,2013/08/28,2013/09/12,THURSDAY,2013,2013,No,Permit Center,Final,2014/09/29,2014/09/29,,,615,$4000.00,$45000.00,1,1,,$3000.00,,$500.00,,$0.00,,$500.00,,,2406 WESTOVER RD,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11014806,11014806,30.30220929,-97.76175108,"(30.30220929, -97.76175108)"
BP,Building Permit,2011-019045 BP,R- 435 Renovations/Remodel,Remodel,No,2203 E 21ST ST,Partial demo of existing sf residence attached carport and concrete front porch and total demo of detached shed in back yard Rebuild attached carport add new attached covered front porch with storage area and add new attached uncovered wood deck in rear of existing sf residence Install new siding and new trim new energy efficient windows minor reframing to accomodate new windows install additional framing to support new ceiling add new french doors at existing sliding door location,0212100802,Lot 7 Block 5 Subdivision OUTLOT 46 DIV  D  BLKS 36  1890,2011/02/25,2011/03/11,FRIDAY,2011,2011,No,Permit Center,Final,2011/06/03,2011/06/03,,100,,$20000.00,,1,1,,$20000.00,,$0.00,,$0.00,,$0.00,,,2203 E 21ST ST,AUSTIN,TX,78722,1,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10557156,10557156,30.28210858,-97.71846585,"(30.28210858, -97.71846585)"
BP,Building Permit,2013-085232 BP,R- 434 Addition & Alterations,Addition and Remodel,No,4602 LASSO PATH,Partial Demo brick facade of right rear wall for doorway to AdditionRemodel of 2 bdrms 2 bthrms to existing SF residence some minor interior remodeling at location of addition,0410112110,Lot 13 Block A Subdivision,2013/06/19,2013/08/15,THURSDAY,2013,2013,No,Permit Center,Expired,2016/01/24,,,,825,$9476.00,$130000.00,1,1,,$2000.00,,$7476.00,,$0.00,,$0.00,,,4602 LASSO PATH,AUSTIN,TX,78745,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11000322,11000322,30.22620814,-97.79240862,"(30.22620814, -97.79240862)"
BP,Building Permit,2009-135681 BP,R- 434 Addition & Alterations,Addition,No,512 EL PASO ST,partial demo of side wall and existing wood deck to add new addition for living room to existing sf res,0405030110,Lot 18 Block   Subdivision HUNTER ADDN,2009/12/10,2009/12/10,THURSDAY,2009,2010,No,Permit Center,Final,2010/07/29,2010/07/29,,,125,,$3500.00,1,1,,,,,,,,,,,512 EL PASO ST,AUSTIN,TX,78704,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10376605,10376605,30.23666897,-97.76229582,"(30.23666897, -97.76229582)"
BP,Building Permit,2012-032290 BP,R- 434 Addition & Alterations,Addition,No,5703 AVENUE C,Partial demo of existing sf residence exterior walls to accommodate a new single story addition which include two bedrooms a full bathroom and an attached uncovered wood deck Total interior remodel of existing sf residence to included electrical plumbing and mechanical as needed,0227090611,Lot 26 Block   Subdivision SKY VIEW SEC 1,2012/04/03,2012/04/19,THURSDAY,2012,2012,No,Permit Center,Final,2013/09/23,2013/09/23,,,1302,,$118000.00,1,1,,,,,,,,,,,5703 AVENUE C,AUSTIN,TX,78752,4,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10744712,10744712,30.32331178,-97.72090001,"(30.32331178, -97.72090001)"
BP,Building Permit,2009-000827 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1807 W 29TH ST,Partial Demo remove and replace fixtures counter and cabinets replace 3 windows and add two interior doors Addition of 343SF to create master bathroom closets space and relocate laundry room,0118020703,LOT 11  W 10 FT OF LOT 10 BLK 2 BRYKERWOODS C,2009/01/05,2009/01/07,WEDNESDAY,2009,2009,No,Permit Center,Final,2009/06/24,2009/06/24,,,343,$20000.00,$45000.00,1,1,,$11000.00,,$3000.00,,$2000.00,,$4000.00,,,1807 W 29TH ST,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10225073,10225073,30.30247268,-97.7570625,"(30.30247268, -97.7570625)"
BP,Building Permit,2011-052342 BP,R- 435 Renovations/Remodel,Remodel,No,101 PASCAL LN,Partial Demolition to Home Removing Exterior StoneStucco  Removing Entire Roof Structure Removing All soffits  Demo permit for Investigation purposes only  No construction to be accomplished with this permit  Client to obtain building permits for future work,0127210104,Lot 10A Block   Subdivision DAVENPORT WEST PUD TRACT C3 AMENDED PLAT OF LOT 10 OF THE AMENDED PLAT OF LOTS,2011/06/15,2011/06/15,WEDNESDAY,2011,2011,No,Permit Center,Final,2011/11/29,2011/11/29,,6235,,$10000.00,,2,1,,$10000.00,,$0.00,,$0.00,,$0.00,,,101 PASCAL LN,AUSTIN,TX,78746,10,AUSTIN LTD,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10605946,10605946,30.32601616,-97.82379205,"(30.32601616, -97.82379205)"
BP,Building Permit,2015-008408 BP,R- 434 Addition & Alterations,Addition and Remodel,No,4305 TWISTED TREE DR,Partial demo of front for addition front addition and remodel of front facade and interior bedrooms relocate windows Repermit 09105913 BP Window replacement on the existing single family residence,0101230102,Lot 17 Block 13 Subdivision TRAILWOOD VILLAGE 2 AT TRAVIS COUNTRY,2014/12/08,2015/02/18,WEDNESDAY,2015,2015,No,Permit Center,Final,2016/01/19,2016/01/19,,,468,$30000.00,$95000.00,1,1,,$15000.00,,$5000.00,,$8000.00,,$2000.00,,,4305 TWISTED TREE DR,AUSTIN,TX,78735,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11282338,11282338,30.2518732,-97.83375288,"(30.2518732, -97.83375288)"
BP,Building Permit,2009-014186 BP,R- 435 Renovations/Remodel,Remodel,No,11104 VISA ROSE DR,Partial demo of roof and front of structure remodel to replace all windows all fire damaged portions of the structure and complete interior remodel All building trades are required for this permit Electrical mechanical and plumbing,0440150303,Lot 15 Block D Subdivision STABLEWOOD AT SLAUGHTER CREEK SEC 3,2009/02/26,2009/02/26,THURSDAY,2009,2009,No,Permit Center,Final,2009/07/29,2009/07/29,,0,,$87225.00,,1,1,,$70353.00,,$8587.00,,$7207.00,,$1078.00,,,11104 VISA ROSE DR,AUSTIN,TX,78748,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10240605,10240605,,,
BP,Building Permit,2013-025307 BP,R- 434 Addition & Alterations,Addition and Remodel,No,2101 ROBINHOOD TRL,Partial demolition of roof and rear for new addition Addition and remodel of existing noncomplying sfres First floor addition of laundry room powder room and screened proch with chimney Second floor addition of master bedroom with master bath and walk in closet  bedroom 23 with bath 23 Interior remodel to reconfigure existing space,0117070505,Lot 6 Block E Subdivision SHERWOOD FOREST,2012/11/09,2013/03/15,FRIDAY,2013,2013,No,Permit Center,Final,2013/08/29,2013/08/29,,,1719,$87000.00,$187000.00,2,1,,$45000.00,,$12000.00,,$12000.00,,$18000.00,,,2101 ROBINHOOD TRL,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10912776,10912776,30.29927817,-97.77677351,"(30.29927817, -97.77677351)"
BP,Building Permit,2009-022208 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1500 BETTY JO DR,Partial demo of south wall of existing garage east wall at the front porch and west wall at opening to new kitchen Addition to add 1223 SF kitchen master bathroom and master bedroom along with 263SF covered wood deck off of the master bedroom Addition of 135SF to existing garage Addition to add 791SF lower level below master bedroom with the addition containing mechanical room laundry room and a study Addition to create 418SF of covered patio on the lower level Remodel to remove existing kitchen including interior wall demolition New interior framing to create new entry living room dining room and home office Entire structure to be reroofed All building trades are required for this permit  Electrical plumbing and mechanical 2 bathrooms total58 meter,0302030918,Lot 3 Block   Subdivision PARKINSON PLACE NO 1,2009/03/11,2009/03/24,TUESDAY,2009,2009,No,Permit Center,Final,2009/09/18,2009/09/18,,,2896,$48000.00,$298000.00,2,1,,$35000.00,,$5000.00,,$3000.00,,$5000.00,,,1500 BETTY JO DR,AUSTIN,TX,78704,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10249887,10249887,30.24447408,-97.73718955,"(30.24447408, -97.73718955)"
BP,Building Permit,2012-020017 BP,R- 434 Addition & Alterations,Addition and Remodel,No,2640 W 49TH ST,Partial demo or exterior wall and roof structure to accomodate new attached garage family room utilitymud room and master suite expand existing bedroom add master bathroom and master closet add new front and rear covered patios remodel to expand kitchen upgrade windows and doors electrical plumbing and HVAC as needed throughout new interior framin wallboard insulation and sheetrock as needed,0227000839,Lot 1 Block D Subdivision RESUBD OF BLK D OF FISET PLACE,2012/02/21,2012/03/01,THURSDAY,2012,2012,No,Permit Center,Final,2013/02/06,2013/02/06,,,1711,$52000.00,$160000.00,1,1,,$15000.00,,$10000.00,,$14000.00,,$13000.00,,,2640 W 49TH ST,AUSTIN,TX,78731,7,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10727460,10727460,30.32422156,-97.74923434,"(30.32422156, -97.74923434)"
BP,Building Permit,2011-097027 BP,R- 434 Addition & Alterations,Addition,No,5490 WALNUT GROVE DR,RePermit for Expired Permit  2010  092285 BPEPPP MP  Partial demolition of rear wall to accomodate new 2 story addition of bedroom bathroom family room and relocate kitchen into new addition,0324060316,Lot 36 Block   Subdivision FAIRWAY RIDGE 2ND AMENDED PLAT OF LOTS 21283031,2011/10/10,2011/11/17,THURSDAY,2011,2012,No,Permit Center,Final,2012/07/11,2012/07/11,,,1229,,$30000.00,2,1,,,,,,,,,,,5490 WALNUT GROVE DR,AUSTIN,TX,78744,2,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10671077,10671077,30.18877438,-97.73596663,"(30.18877438, -97.73596663)"
BP,Building Permit,2013-069774 BP,R- 434 Addition & Alterations,Addition and Remodel,No,2521 SPRING LN,Partial demo of windows on exterior northeast  northwest walls to be resized  relocated Remodel to remove 1 interior wall remodeling kitchen informal dining living  dining replace exterior windows remodel of entry and doors  Addition to enclose 52 sq ft of covered porch to conditioned space to existing 2 story SF res,0117040309,Lot 1 Block D Subdivision MONTE VISTA SEC 2,2013/06/19,2013/08/13,TUESDAY,2013,2013,No,Permit Center,Final,2014/05/01,2014/05/01,,,52,$102706.00,$115036.00,2,1,,$93196.00,,$4520.00,,$1250.00,,$3740.00,,,2521 SPRING LN,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10977744,10977744,30.2992019,-97.7652543,"(30.2992019, -97.7652543)"
BP,Building Permit,2010-066639 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1605 NEWFIELD LN,ref permit2011044981Partial demo of a rear portion of northeast exterior wall   demo detached garage addn  remodel to create a 1st floor area for stairwell and remove a portion of roof to reptich the roof to create a 2nd stry open loft bath REFER TO 2011012418RA FOR ATTIC CONVERSION,0113040425,Lot 68 Block   Subdivision ENFIELD F,2010/06/03,2010/08/04,WEDNESDAY,2010,2010,No,Permit Center,VOID,2011/06/12,,,,935,$8000.00,$47500.00,2,1,,$2000.00,,$2000.00,,$2000.00,,$2000.00,,,1605 NEWFIELD LN,AUSTIN,TX,78703,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10474042,10474042,30.28642536,-97.7624473,"(30.28642536, -97.7624473)"
BP,Building Permit,2014-123486 BP,R- 434 Addition & Alterations,Addition and Remodel,No,4502 BENNETT AVE,partial demo interior remodel of entire duplex new roof new windows and siding Remove bearing and nonbearing interior partition walls Add two 761 sq ft extensions to each duplex unit Duplex units will be 1710 sq ft each with 3 bedrooms 2 bathrooms,0220101716,Lot 24 Block   Subdivision RIDGETOP ANNEX A RESUB OF BLOCK NO 1,2014/10/03,2014/11/19,WEDNESDAY,2014,2015,No,Permit Center,Final,2015/09/11,2015/09/11,,,2015,$75000.00,$75000.00,1,1,,$55500.00,,$5000.00,,$7000.00,,$7500.00,,,4502 BENNETT AVE,AUSTIN,TX,78751,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11250934,11250934,30.30428375,-97.71788085,"(30.30428375, -97.71788085)"
BP,Building Permit,2009-048101 BP,R- 435 Renovations/Remodel,Remodel,No,2601 GARRETTSON DR,Partial demo of roof and exterior wall to repair fire damage Thorough repair of all electrical HVAC plumbing sheetrock insulation and wallboard throught existing duplex from fire damage,0430230113,Lot 20 Block T Subdivision TANGLEWOOD FOREST SEC 2 PH B,2009/05/14,2009/05/14,THURSDAY,2009,2009,No,Permit Center,Final,2009/10/16,2009/10/16,,0,,$62500.00,,1,1,,$50000.00,,$5000.00,,$5000.00,,$2500.00,,,2601 GARRETTSON DR,AUSTIN,TX,78748,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10278484,10278484,30.17413407,-97.83347508,"(30.17413407, -97.83347508)"
BP,Building Permit,2015-105425 BP,R- 434 Addition & Alterations,Addition,No,2904 PERRY LN,Partial demo for addition Removal of driveway add curbnew curb new driveway apron with driveway runners for new garage area removal of impervious coverage to met the required 45 max removal of rear shed remove outdoor kitchen with overhead arbor New 2 closets in masterbedrm and 2nd bedroom with bathroom add add'l bathroom add living area with fireplace new garage area,0126010203,LOT 3 BLK E HIGHLAND PARK,2015/03/09,2015/09/02,WEDNESDAY,2015,2015,No,Permit Center,Active,2016/10/09,,,,1508,,$65000.00,1,1,,,,,,,,,,,2904 PERRY LN,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11409026,11409026,30.32402861,-97.75331025,"(30.32402861, -97.75331025)"
BP,Building Permit,2015-091147 BP,R- 434 Addition & Alterations,Addition,No,2401 CORONADO ST,partial demoaddition to back of existing house new add will be bedroomliving space Existing house to be remodel later with new kitchen and office repermit 08064574 MP,0204100901,Lot 1 Block 9 Subdivision LINCOLN PLACE,2015/05/06,2015/07/29,WEDNESDAY,2015,2015,No,Permit Center,Active,2016/08/02,,,,1120,,$215000.00,1,1,,,,,,,,,,,2401 CORONADO ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11392707,11392707,30.26174802,-97.71403667,"(30.26174802, -97.71403667)"
BP,Building Permit,2014-099197 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1917 W 38TH ST,partial demolition addition and  remodel  includes master bedroom living room rear porch utility room and carport  Remodel kitchen existing bathrooms foyer and dining  Remove existing front driveway and walkway garageAll windows in structure being replaced 886,0122020602,Lot 12 Block   Subdivision OAKMONT HEIGHTS,2014/08/08,2014/09/17,WEDNESDAY,2014,2014,No,Permit Center,Final,2015/05/18,2015/05/18,,,607,$32500.00,$50000.00,1,1,,$16250.00,,$6500.00,,$6500.00,,$3250.00,,,1917 W 38TH ST,AUSTIN,TX,78731,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11216845,11216845,30.3115471,-97.7552004,"(30.3115471, -97.7552004)"
BP,Building Permit,2009-110752 BP,R- 435 Renovations/Remodel,Remodel,No,2508 EUCLID AVE,Partial demo to remove existing rear porch  Interior remodel to remove wall between kitchen and hallway to expand kitchen relocate WD in kitchen to hotwater heater closet in den remove  relocate interior gas lines  install tankless water heater on exterior wall of den remove bedroom  3 north wall over 4 ft and remove bedroom  3 wall between bedroom and hallway remove dividing wall between bedroom  2  3 to enlarge bedroom 2 relocate dividing wall between bedroom  1  2 to enlarge closet in bedroom  1 relocate electrical wires throughout residence  Install new insulation in attic  Remove exterior window in bedroom  3 and replace with sheetrock and exterior siding remove exist sliding glass door in den and replace with French doors and replace front entry door,0404020316,Lot 17 Block   Subdivision FOREST WOOD,2009/09/30,2009/10/02,FRIDAY,2009,2010,No,Permit Center,Final,2010/02/04,2010/02/04,,0,,$15000.00,,1,1,,$10000.00,,$1000.00,,$1000.00,,$3000.00,,,2508 EUCLID AVE,AUSTIN,TX,78704,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10348769,10348769,30.23820904,-97.75777277,"(30.23820904, -97.75777277)"
BP,Building Permit,2013-094349 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1706 WESTOVER RD,Partial demo of existing deck for new deck addition at existing residence,0118020513,Lot 11 Block 4 Subdivision BRYKER WOODS C,2013/05/20,2013/09/11,WEDNESDAY,2013,2013,No,Permit Center,Expired,2014/11/12,,,,231,$6000.00,$6000.00,1,1,,$6000.00,,$0.00,,$0.00,,$0.00,,,1706 WESTOVER RD,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11013366,11013366,30.29982776,-97.75724404,"(30.29982776, -97.75724404)"
BP,Building Permit,2013-116673 BP,R- 434 Addition & Alterations,Addition and Remodel,No,1402 HARDOUIN AVE,Interior Remodel  to existing bath and extend to create a 12 bathrelocate existing washer dryer area existing pantry and relocate hvac mimi split unit PARTIAL DEMO  to remove exterior window to install french doors,0115010302,Lot 12 Block 4 Subdivision PEMBERTON HEIGHTS  FIRST  SEC SEE 3136,2013/08/28,2013/11/08,FRIDAY,2013,2014,No,Permit Center,Active,2016/05/23,,,,336,$40000.00,$40000.00,1,1,,$24000.00,,$5000.00,,$1000.00,,$10000.00,,,1402 HARDOUIN AVE,AUSTIN,TX,78703,9,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11046072,11046072,30.29312105,-97.75375612,"(30.29312105, -97.75375612)"
BP,Building Permit,2009-075009 BP,R- 434 Addition & Alterations,Addition,No,2014 OXFORD AVE,partial demo of rear wood deck and rear wall Addition to add dining room ME permits required,0100060720,Lot 15 Block E Subdivision OAK HILL SUBDIVISION,2009/07/13,2009/07/13,MONDAY,2009,2009,No,Permit Center,Final,2009/09/17,2009/09/17,,,224,,$18000.00,1,1,,,,,,,,,,,2014 OXFORD AVE,AUSTIN,TX,78704,5,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10308612,10308612,30.25014135,-97.77101002,"(30.25014135, -97.77101002)"
BP,Building Permit,2015-045118 BP,R- 434 Addition & Alterations,Addition and Remodel,No,72 MILDRED ST,Partial demolition  Remodel and addition to existing residence including work on bathroom that was never completed  Include expired permit BP85014361,0201090409,Lot 16 Block   Subdivision BENSONS SUBDIVISION,2015/04/10,2015/06/19,FRIDAY,2015,2015,No,Permit Center,Active,2016/05/31,,,,0,$20000.00,$15000.00,1,1,,$10000.00,,$2500.00,,$0.00,,$7500.00,,,72 MILDRED ST,AUSTIN,TX,78702,3,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11334234,11334234,30.25283549,-97.72070322,"(30.25283549, -97.72070322)"
BP,Building Permit,2012-096905 BP,R- 435 Renovations/Remodel,Remodel,No,2911 STRATFORD DR,partial demo east exterior window south exterior windows west exterior window wall and roof  remodel updating interior finishes and replacing with low e windows renovate kitchen and master bath paint cabinets appliances windows fixtures converting breakfast room inot third bedroom replace vinyl siding,0111090134,Lot 7 Block A Subdivision BLUFFINGTON SEC 2,2012/08/28,2012/09/25,TUESDAY,2012,2012,No,Permit Center,Final,2013/01/24,2013/01/24,,0,,$36500.00,,1,1,,$30000.00,,$4500.00,,$500.00,,$1500.00,,,2911 STRATFORD DR,AUSTIN,TX,78746,8,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=10833472,10833472,30.28323661,-97.78649621,"(30.28323661, -97.78649621)"
BP,Building Permit,2014-072490 BP,R- 434 Addition & Alterations,Addition and Remodel,No,2208 SUNNY SLOPE DR,Partial demolition  Addition of a 650 sf master suite with a 370 sf basement below  Replace some exterior windows and doors on existing house  Add shower to existing 1bath in existing basement Repermitting PP87015734 MP90010340 Revision 1 to include kitchen interior remodel replace window a t kitchen area replace windows with new exterior wall at  new utility room and  new exterior door,0117020912,Lot 122 Block   Subdivision TARRYTOWN OAKS,2014/04/09,2014/08/13,WEDNESDAY,2014,2014,No,Permit Center,Final,2015/06/15,2015/06/15,,,1375,$50000.00,$300000.00,2,1,,$37000.00,,$5000.00,,$1500.00,,$6500.00,,,2208 SUNNY SLOPE DR,AUSTIN,TX,78703,10,AUSTIN FULL PURPOSE,https://www.austintexas.gov/devreview/b_showpublicpermitfolderdetails.jsp?FolderRSN=11180332,11180332,30.2989434,-97.7611408,"(30.2989434, -97.7611408)"
